loc_index,grid_id,x,y,z
8109,2-8-9,2.0,8.0,5.0
9060,98-8-0,98.0,8.0,0.5
9061,98-8-1,98.0,8.0,1.0
9062,98-8-2,98.0,8.0,1.5
9063,98-8-3,98.0,8.0,2.0
9064,98-8-4,98.0,8.0,2.5
9065,98-8-5,98.0,8.0,3.0
9066,98-8-6,98.0,8.0,3.5
9067,98-8-7,98.0,8.0,4.0
9068,98-8-8,98.0,8.0,4.5
9069,98-8-9,98.0,8.0,5.0
9070,99-8-0,99.0,8.0,0.5
9071,99-8-1,99.0,8.0,1.0
9072,99-8-2,99.0,8.0,1.5
9073,99-8-3,99.0,8.0,2.0
9074,99-8-4,99.0,8.0,2.5
9075,99-8-5,99.0,8.0,3.0
9076,99-8-6,99.0,8.0,3.5
9077,99-8-7,99.0,8.0,4.0
9078,99-8-8,99.0,8.0,4.5
9079,99-8-9,99.0,8.0,5.0
9080,100-8-0,100.0,8.0,0.5
9081,100-8-1,100.0,8.0,1.0
9082,100-8-2,100.0,8.0,1.5
9083,100-8-3,100.0,8.0,2.0
9084,100-8-4,100.0,8.0,2.5
9085,100-8-5,100.0,8.0,3.0
9086,100-8-6,100.0,8.0,3.5
9087,100-8-7,100.0,8.0,4.0
9088,100-8-8,100.0,8.0,4.5
9089,100-8-9,100.0,8.0,5.0
9090,0-9-0,0.0,9.0,0.5
9091,0-9-1,0.0,9.0,1.0
9092,0-9-2,0.0,9.0,1.5
9093,0-9-3,0.0,9.0,2.0
9094,0-9-4,0.0,9.0,2.5
9095,0-9-5,0.0,9.0,3.0
9096,0-9-6,0.0,9.0,3.5
9097,0-9-7,0.0,9.0,4.0
9098,0-9-8,0.0,9.0,4.5
9099,0-9-9,0.0,9.0,5.0
9100,1-9-0,1.0,9.0,0.5
9101,1-9-1,1.0,9.0,1.0
9102,1-9-2,1.0,9.0,1.5
9103,1-9-3,1.0,9.0,2.0
9104,1-9-4,1.0,9.0,2.5
9105,1-9-5,1.0,9.0,3.0
9106,1-9-6,1.0,9.0,3.5
9107,1-9-7,1.0,9.0,4.0
9108,1-9-8,1.0,9.0,4.5
9109,1-9-9,1.0,9.0,5.0
9110,2-9-0,2.0,9.0,0.5
9111,2-9-1,2.0,9.0,1.0
9112,2-9-2,2.0,9.0,1.5
9113,2-9-3,2.0,9.0,2.0
9114,2-9-4,2.0,9.0,2.5
9115,2-9-5,2.0,9.0,3.0
9116,2-9-6,2.0,9.0,3.5
9117,2-9-7,2.0,9.0,4.0
9118,2-9-8,2.0,9.0,4.5
9119,2-9-9,2.0,9.0,5.0
10070,98-9-0,98.0,9.0,0.5
10071,98-9-1,98.0,9.0,1.0
10072,98-9-2,98.0,9.0,1.5
10073,98-9-3,98.0,9.0,2.0
10074,98-9-4,98.0,9.0,2.5
10075,98-9-5,98.0,9.0,3.0
10076,98-9-6,98.0,9.0,3.5
10077,98-9-7,98.0,9.0,4.0
10078,98-9-8,98.0,9.0,4.5
10079,98-9-9,98.0,9.0,5.0
10080,99-9-0,99.0,9.0,0.5
10081,99-9-1,99.0,9.0,1.0
10082,99-9-2,99.0,9.0,1.5
10083,99-9-3,99.0,9.0,2.0
10084,99-9-4,99.0,9.0,2.5
10085,99-9-5,99.0,9.0,3.0
10086,99-9-6,99.0,9.0,3.5
10087,99-9-7,99.0,9.0,4.0
10088,99-9-8,99.0,9.0,4.5
10089,99-9-9,99.0,9.0,5.0
10090,100-9-0,100.0,9.0,0.5
10091,100-9-1,100.0,9.0,1.0
10092,100-9-2,100.0,9.0,1.5
10093,100-9-3,100.0,9.0,2.0
10094,100-9-4,100.0,9.0,2.5
10095,100-9-5,100.0,9.0,3.0
10096,100-9-6,100.0,9.0,3.5
10097,100-9-7,100.0,9.0,4.0
10098,100-9-8,100.0,9.0,4.5
10099,100-9-9,100.0,9.0,5.0
10100,0-10-0,0.0,10.0,0.5
10101,0-10-1,0.0,10.0,1.0
10102,0-10-2,0.0,10.0,1.5
10103,0-10-3,0.0,10.0,2.0
10104,0-10-4,0.0,10.0,2.5
10105,0-10-5,0.0,10.0,3.0
10106,0-10-6,0.0,10.0,3.5
10107,0-10-7,0.0,10.0,4.0
10108,0-10-8,0.0,10.0,4.5
10109,0-10-9,0.0,10.0,5.0
10110,1-10-0,1.0,10.0,0.5
10111,1-10-1,1.0,10.0,1.0
10112,1-10-2,1.0,10.0,1.5
10113,1-10-3,1.0,10.0,2.0
10114,1-10-4,1.0,10.0,2.5
10115,1-10-5,1.0,10.0,3.0
10116,1-10-6,1.0,10.0,3.5
10117,1-10-7,1.0,10.0,4.0
10118,1-10-8,1.0,10.0,4.5
10119,1-10-9,1.0,10.0,5.0
10120,2-10-0,2.0,10.0,0.5
10121,2-10-1,2.0,10.0,1.0
10122,2-10-2,2.0,10.0,1.5
10123,2-10-3,2.0,10.0,2.0
10124,2-10-4,2.0,10.0,2.5
10125,2-10-5,2.0,10.0,3.0
10126,2-10-6,2.0,10.0,3.5
10127,2-10-7,2.0,10.0,4.0
10128,2-10-8,2.0,10.0,4.5
10129,2-10-9,2.0,10.0,5.0
11080,98-10-0,98.0,10.0,0.5
11081,98-10-1,98.0,10.0,1.0
11082,98-10-2,98.0,10.0,1.5
11083,98-10-3,98.0,10.0,2.0
11084,98-10-4,98.0,10.0,2.5
11085,98-10-5,98.0,10.0,3.0
11086,98-10-6,98.0,10.0,3.5
11087,98-10-7,98.0,10.0,4.0
11088,98-10-8,98.0,10.0,4.5
11089,98-10-9,98.0,10.0,5.0
11090,99-10-0,99.0,10.0,0.5
11091,99-10-1,99.0,10.0,1.0
11092,99-10-2,99.0,10.0,1.5
11093,99-10-3,99.0,10.0,2.0
11094,99-10-4,99.0,10.0,2.5
11095,99-10-5,99.0,10.0,3.0
11096,99-10-6,99.0,10.0,3.5
11097,99-10-7,99.0,10.0,4.0
11098,99-10-8,99.0,10.0,4.5
11099,99-10-9,99.0,10.0,5.0
11100,100-10-0,100.0,10.0,0.5
11101,100-10-1,100.0,10.0,1.0
11102,100-10-2,100.0,10.0,1.5
11103,100-10-3,100.0,10.0,2.0
11104,100-10-4,100.0,10.0,2.5
11105,100-10-5,100.0,10.0,3.0
11106,100-10-6,100.0,10.0,3.5
11107,100-10-7,100.0,10.0,4.0
11108,100-10-8,100.0,10.0,4.5
11109,100-10-9,100.0,10.0,5.0
11110,0-11-0,0.0,11.0,0.5
11111,0-11-1,0.0,11.0,1.0
11112,0-11-2,0.0,11.0,1.5
11113,0-11-3,0.0,11.0,2.0
11114,0-11-4,0.0,11.0,2.5
11115,0-11-5,0.0,11.0,3.0
11116,0-11-6,0.0,11.0,3.5
11117,0-11-7,0.0,11.0,4.0
11118,0-11-8,0.0,11.0,4.5
11119,0-11-9,0.0,11.0,5.0
11120,1-11-0,1.0,11.0,0.5
11121,1-11-1,1.0,11.0,1.0
11122,1-11-2,1.0,11.0,1.5
11123,1-11-3,1.0,11.0,2.0
11124,1-11-4,1.0,11.0,2.5
11125,1-11-5,1.0,11.0,3.0
11126,1-11-6,1.0,11.0,3.5
11127,1-11-7,1.0,11.0,4.0
11128,1-11-8,1.0,11.0,4.5
11129,1-11-9,1.0,11.0,5.0
11130,2-11-0,2.0,11.0,0.5
11131,2-11-1,2.0,11.0,1.0
11132,2-11-2,2.0,11.0,1.5
11133,2-11-3,2.0,11.0,2.0
11134,2-11-4,2.0,11.0,2.5
11135,2-11-5,2.0,11.0,3.0
11136,2-11-6,2.0,11.0,3.5
11137,2-11-7,2.0,11.0,4.0
11138,2-11-8,2.0,11.0,4.5
11139,2-11-9,2.0,11.0,5.0
12090,98-11-0,98.0,11.0,0.5
12091,98-11-1,98.0,11.0,1.0
12092,98-11-2,98.0,11.0,1.5
12093,98-11-3,98.0,11.0,2.0
12094,98-11-4,98.0,11.0,2.5
12095,98-11-5,98.0,11.0,3.0
12096,98-11-6,98.0,11.0,3.5
12097,98-11-7,98.0,11.0,4.0
12098,98-11-8,98.0,11.0,4.5
12099,98-11-9,98.0,11.0,5.0
12100,99-11-0,99.0,11.0,0.5
12101,99-11-1,99.0,11.0,1.0
12102,99-11-2,99.0,11.0,1.5
12103,99-11-3,99.0,11.0,2.0
12104,99-11-4,99.0,11.0,2.5
12105,99-11-5,99.0,11.0,3.0
12106,99-11-6,99.0,11.0,3.5
12107,99-11-7,99.0,11.0,4.0
12108,99-11-8,99.0,11.0,4.5
12109,99-11-9,99.0,11.0,5.0
12110,100-11-0,100.0,11.0,0.5
12111,100-11-1,100.0,11.0,1.0
12112,100-11-2,100.0,11.0,1.5
12113,100-11-3,100.0,11.0,2.0
12114,100-11-4,100.0,11.0,2.5
12115,100-11-5,100.0,11.0,3.0
12116,100-11-6,100.0,11.0,3.5
12117,100-11-7,100.0,11.0,4.0
12118,100-11-8,100.0,11.0,4.5
12119,100-11-9,100.0,11.0,5.0
12120,0-12-0,0.0,12.0,0.5
12121,0-12-1,0.0,12.0,1.0
12122,0-12-2,0.0,12.0,1.5
12123,0-12-3,0.0,12.0,2.0
12124,0-12-4,0.0,12.0,2.5
12125,0-12-5,0.0,12.0,3.0
12126,0-12-6,0.0,12.0,3.5
12127,0-12-7,0.0,12.0,4.0
12128,0-12-8,0.0,12.0,4.5
12129,0-12-9,0.0,12.0,5.0
12130,1-12-0,1.0,12.0,0.5
12131,1-12-1,1.0,12.0,1.0
12132,1-12-2,1.0,12.0,1.5
12133,1-12-3,1.0,12.0,2.0
12134,1-12-4,1.0,12.0,2.5
12135,1-12-5,1.0,12.0,3.0
12136,1-12-6,1.0,12.0,3.5
12137,1-12-7,1.0,12.0,4.0
12138,1-12-8,1.0,12.0,4.5
12139,1-12-9,1.0,12.0,5.0
12140,2-12-0,2.0,12.0,0.5
12141,2-12-1,2.0,12.0,1.0
12142,2-12-2,2.0,12.0,1.5
12143,2-12-3,2.0,12.0,2.0
12144,2-12-4,2.0,12.0,2.5
12145,2-12-5,2.0,12.0,3.0
12146,2-12-6,2.0,12.0,3.5
12147,2-12-7,2.0,12.0,4.0
12148,2-12-8,2.0,12.0,4.5
12149,2-12-9,2.0,12.0,5.0
13100,98-12-0,98.0,12.0,0.5
13101,98-12-1,98.0,12.0,1.0
13102,98-12-2,98.0,12.0,1.5
13103,98-12-3,98.0,12.0,2.0
13104,98-12-4,98.0,12.0,2.5
13105,98-12-5,98.0,12.0,3.0
13106,98-12-6,98.0,12.0,3.5
13107,98-12-7,98.0,12.0,4.0
13108,98-12-8,98.0,12.0,4.5
13109,98-12-9,98.0,12.0,5.0
13110,99-12-0,99.0,12.0,0.5
13111,99-12-1,99.0,12.0,1.0
13112,99-12-2,99.0,12.0,1.5
13113,99-12-3,99.0,12.0,2.0
13114,99-12-4,99.0,12.0,2.5
13115,99-12-5,99.0,12.0,3.0
13116,99-12-6,99.0,12.0,3.5
13117,99-12-7,99.0,12.0,4.0
13118,99-12-8,99.0,12.0,4.5
13119,99-12-9,99.0,12.0,5.0
13120,100-12-0,100.0,12.0,0.5
13121,100-12-1,100.0,12.0,1.0
13122,100-12-2,100.0,12.0,1.5
13123,100-12-3,100.0,12.0,2.0
13124,100-12-4,100.0,12.0,2.5
13125,100-12-5,100.0,12.0,3.0
13126,100-12-6,100.0,12.0,3.5
13127,100-12-7,100.0,12.0,4.0
13128,100-12-8,100.0,12.0,4.5
13129,100-12-9,100.0,12.0,5.0
13130,0-13-0,0.0,13.0,0.5
13131,0-13-1,0.0,13.0,1.0
13132,0-13-2,0.0,13.0,1.5
13133,0-13-3,0.0,13.0,2.0
13134,0-13-4,0.0,13.0,2.5
13135,0-13-5,0.0,13.0,3.0
13136,0-13-6,0.0,13.0,3.5
13137,0-13-7,0.0,13.0,4.0
13138,0-13-8,0.0,13.0,4.5
13139,0-13-9,0.0,13.0,5.0
13140,1-13-0,1.0,13.0,0.5
13141,1-13-1,1.0,13.0,1.0
13142,1-13-2,1.0,13.0,1.5
13143,1-13-3,1.0,13.0,2.0
13144,1-13-4,1.0,13.0,2.5
13145,1-13-5,1.0,13.0,3.0
13146,1-13-6,1.0,13.0,3.5
13147,1-13-7,1.0,13.0,4.0
13148,1-13-8,1.0,13.0,4.5
13149,1-13-9,1.0,13.0,5.0
13150,2-13-0,2.0,13.0,0.5
13151,2-13-1,2.0,13.0,1.0
13152,2-13-2,2.0,13.0,1.5
13153,2-13-3,2.0,13.0,2.0
13154,2-13-4,2.0,13.0,2.5
13155,2-13-5,2.0,13.0,3.0
13156,2-13-6,2.0,13.0,3.5
13157,2-13-7,2.0,13.0,4.0
13158,2-13-8,2.0,13.0,4.5
13159,2-13-9,2.0,13.0,5.0
14110,98-13-0,98.0,13.0,0.5
14111,98-13-1,98.0,13.0,1.0
14112,98-13-2,98.0,13.0,1.5
14113,98-13-3,98.0,13.0,2.0
14114,98-13-4,98.0,13.0,2.5
14115,98-13-5,98.0,13.0,3.0
14116,98-13-6,98.0,13.0,3.5
14117,98-13-7,98.0,13.0,4.0
14118,98-13-8,98.0,13.0,4.5
14119,98-13-9,98.0,13.0,5.0
14120,99-13-0,99.0,13.0,0.5
14121,99-13-1,99.0,13.0,1.0
14122,99-13-2,99.0,13.0,1.5
14123,99-13-3,99.0,13.0,2.0
14124,99-13-4,99.0,13.0,2.5
14125,99-13-5,99.0,13.0,3.0
14126,99-13-6,99.0,13.0,3.5
14127,99-13-7,99.0,13.0,4.0
14128,99-13-8,99.0,13.0,4.5
14129,99-13-9,99.0,13.0,5.0
14130,100-13-0,100.0,13.0,0.5
14131,100-13-1,100.0,13.0,1.0
14132,100-13-2,100.0,13.0,1.5
14133,100-13-3,100.0,13.0,2.0
14134,100-13-4,100.0,13.0,2.5
14135,100-13-5,100.0,13.0,3.0
14136,100-13-6,100.0,13.0,3.5
14137,100-13-7,100.0,13.0,4.0
14138,100-13-8,100.0,13.0,4.5
14139,100-13-9,100.0,13.0,5.0
14140,0-14-0,0.0,14.0,0.5
14141,0-14-1,0.0,14.0,1.0
14142,0-14-2,0.0,14.0,1.5
14143,0-14-3,0.0,14.0,2.0
14144,0-14-4,0.0,14.0,2.5
14145,0-14-5,0.0,14.0,3.0
14146,0-14-6,0.0,14.0,3.5
14147,0-14-7,0.0,14.0,4.0
14148,0-14-8,0.0,14.0,4.5
14149,0-14-9,0.0,14.0,5.0
14150,1-14-0,1.0,14.0,0.5
14151,1-14-1,1.0,14.0,1.0
14152,1-14-2,1.0,14.0,1.5
14153,1-14-3,1.0,14.0,2.0
14154,1-14-4,1.0,14.0,2.5
14155,1-14-5,1.0,14.0,3.0
14156,1-14-6,1.0,14.0,3.5
14157,1-14-7,1.0,14.0,4.0
14158,1-14-8,1.0,14.0,4.5
14159,1-14-9,1.0,14.0,5.0
14160,2-14-0,2.0,14.0,0.5
14161,2-14-1,2.0,14.0,1.0
14162,2-14-2,2.0,14.0,1.5
14163,2-14-3,2.0,14.0,2.0
14164,2-14-4,2.0,14.0,2.5
14165,2-14-5,2.0,14.0,3.0
14166,2-14-6,2.0,14.0,3.5
14167,2-14-7,2.0,14.0,4.0
14168,2-14-8,2.0,14.0,4.5
14169,2-14-9,2.0,14.0,5.0
15120,98-14-0,98.0,14.0,0.5
15121,98-14-1,98.0,14.0,1.0
15122,98-14-2,98.0,14.0,1.5
15123,98-14-3,98.0,14.0,2.0
15124,98-14-4,98.0,14.0,2.5
15125,98-14-5,98.0,14.0,3.0
15126,98-14-6,98.0,14.0,3.5
15127,98-14-7,98.0,14.0,4.0
15128,98-14-8,98.0,14.0,4.5
15129,98-14-9,98.0,14.0,5.0
15130,99-14-0,99.0,14.0,0.5
15131,99-14-1,99.0,14.0,1.0
15132,99-14-2,99.0,14.0,1.5
15133,99-14-3,99.0,14.0,2.0
15134,99-14-4,99.0,14.0,2.5
15135,99-14-5,99.0,14.0,3.0
15136,99-14-6,99.0,14.0,3.5
15137,99-14-7,99.0,14.0,4.0
15138,99-14-8,99.0,14.0,4.5
15139,99-14-9,99.0,14.0,5.0
15140,100-14-0,100.0,14.0,0.5
15141,100-14-1,100.0,14.0,1.0
15142,100-14-2,100.0,14.0,1.5
15143,100-14-3,100.0,14.0,2.0
15144,100-14-4,100.0,14.0,2.5
15145,100-14-5,100.0,14.0,3.0
15146,100-14-6,100.0,14.0,3.5
15147,100-14-7,100.0,14.0,4.0
15148,100-14-8,100.0,14.0,4.5
15149,100-14-9,100.0,14.0,5.0
15150,0-15-0,0.0,15.0,0.5
15151,0-15-1,0.0,15.0,1.0
15152,0-15-2,0.0,15.0,1.5
15153,0-15-3,0.0,15.0,2.0
15154,0-15-4,0.0,15.0,2.5
15155,0-15-5,0.0,15.0,3.0
15156,0-15-6,0.0,15.0,3.5
15157,0-15-7,0.0,15.0,4.0
15158,0-15-8,0.0,15.0,4.5
15159,0-15-9,0.0,15.0,5.0
15160,1-15-0,1.0,15.0,0.5
15161,1-15-1,1.0,15.0,1.0
15162,1-15-2,1.0,15.0,1.5
15163,1-15-3,1.0,15.0,2.0
15164,1-15-4,1.0,15.0,2.5
15165,1-15-5,1.0,15.0,3.0
15166,1-15-6,1.0,15.0,3.5
15167,1-15-7,1.0,15.0,4.0
15168,1-15-8,1.0,15.0,4.5
15169,1-15-9,1.0,15.0,5.0
15170,2-15-0,2.0,15.0,0.5
15171,2-15-1,2.0,15.0,1.0
15172,2-15-2,2.0,15.0,1.5
15173,2-15-3,2.0,15.0,2.0
15174,2-15-4,2.0,15.0,2.5
15175,2-15-5,2.0,15.0,3.0
15176,2-15-6,2.0,15.0,3.5
15177,2-15-7,2.0,15.0,4.0
15178,2-15-8,2.0,15.0,4.5
15179,2-15-9,2.0,15.0,5.0
16130,98-15-0,98.0,15.0,0.5
16131,98-15-1,98.0,15.0,1.0
16132,98-15-2,98.0,15.0,1.5
16133,98-15-3,98.0,15.0,2.0
16134,98-15-4,98.0,15.0,2.5
16135,98-15-5,98.0,15.0,3.0
16136,98-15-6,98.0,15.0,3.5
16137,98-15-7,98.0,15.0,4.0
16138,98-15-8,98.0,15.0,4.5
16139,98-15-9,98.0,15.0,5.0
16140,99-15-0,99.0,15.0,0.5
16141,99-15-1,99.0,15.0,1.0
16142,99-15-2,99.0,15.0,1.5
16143,99-15-3,99.0,15.0,2.0
16144,99-15-4,99.0,15.0,2.5
16145,99-15-5,99.0,15.0,3.0
16146,99-15-6,99.0,15.0,3.5
16147,99-15-7,99.0,15.0,4.0
16148,99-15-8,99.0,15.0,4.5
16149,99-15-9,99.0,15.0,5.0
16150,100-15-0,100.0,15.0,0.5
16151,100-15-1,100.0,15.0,1.0
16152,100-15-2,100.0,15.0,1.5
16153,100-15-3,100.0,15.0,2.0
16154,100-15-4,100.0,15.0,2.5
16155,100-15-5,100.0,15.0,3.0
16156,100-15-6,100.0,15.0,3.5
16157,100-15-7,100.0,15.0,4.0
16158,100-15-8,100.0,15.0,4.5
16159,100-15-9,100.0,15.0,5.0
16160,0-16-0,0.0,16.0,0.5
16161,0-16-1,0.0,16.0,1.0
16162,0-16-2,0.0,16.0,1.5
16163,0-16-3,0.0,16.0,2.0
16164,0-16-4,0.0,16.0,2.5
16165,0-16-5,0.0,16.0,3.0
16166,0-16-6,0.0,16.0,3.5
16167,0-16-7,0.0,16.0,4.0
16168,0-16-8,0.0,16.0,4.5
16169,0-16-9,0.0,16.0,5.0
16170,1-16-0,1.0,16.0,0.5
16171,1-16-1,1.0,16.0,1.0
16172,1-16-2,1.0,16.0,1.5
16173,1-16-3,1.0,16.0,2.0
16174,1-16-4,1.0,16.0,2.5
16175,1-16-5,1.0,16.0,3.0
16176,1-16-6,1.0,16.0,3.5
16177,1-16-7,1.0,16.0,4.0
16178,1-16-8,1.0,16.0,4.5
16179,1-16-9,1.0,16.0,5.0
16180,2-16-0,2.0,16.0,0.5
16181,2-16-1,2.0,16.0,1.0
16182,2-16-2,2.0,16.0,1.5
16183,2-16-3,2.0,16.0,2.0
16184,2-16-4,2.0,16.0,2.5
16185,2-16-5,2.0,16.0,3.0
16186,2-16-6,2.0,16.0,3.5
16187,2-16-7,2.0,16.0,4.0
16188,2-16-8,2.0,16.0,4.5
16189,2-16-9,2.0,16.0,5.0
17140,98-16-0,98.0,16.0,0.5
17141,98-16-1,98.0,16.0,1.0
17142,98-16-2,98.0,16.0,1.5
17143,98-16-3,98.0,16.0,2.0
17144,98-16-4,98.0,16.0,2.5
17145,98-16-5,98.0,16.0,3.0
17146,98-16-6,98.0,16.0,3.5
17147,98-16-7,98.0,16.0,4.0
17148,98-16-8,98.0,16.0,4.5
17149,98-16-9,98.0,16.0,5.0
17150,99-16-0,99.0,16.0,0.5
17151,99-16-1,99.0,16.0,1.0
17152,99-16-2,99.0,16.0,1.5
17153,99-16-3,99.0,16.0,2.0
17154,99-16-4,99.0,16.0,2.5
17155,99-16-5,99.0,16.0,3.0
17156,99-16-6,99.0,16.0,3.5
17157,99-16-7,99.0,16.0,4.0
17158,99-16-8,99.0,16.0,4.5
17159,99-16-9,99.0,16.0,5.0
17160,100-16-0,100.0,16.0,0.5
17161,100-16-1,100.0,16.0,1.0
17162,100-16-2,100.0,16.0,1.5
17163,100-16-3,100.0,16.0,2.0
17164,100-16-4,100.0,16.0,2.5
17165,100-16-5,100.0,16.0,3.0
17166,100-16-6,100.0,16.0,3.5
17167,100-16-7,100.0,16.0,4.0
17168,100-16-8,100.0,16.0,4.5
17169,100-16-9,100.0,16.0,5.0
17170,0-17-0,0.0,17.0,0.5
17171,0-17-1,0.0,17.0,1.0
17172,0-17-2,0.0,17.0,1.5
17173,0-17-3,0.0,17.0,2.0
17174,0-17-4,0.0,17.0,2.5
17175,0-17-5,0.0,17.0,3.0
17176,0-17-6,0.0,17.0,3.5
17177,0-17-7,0.0,17.0,4.0
17178,0-17-8,0.0,17.0,4.5
17179,0-17-9,0.0,17.0,5.0
17180,1-17-0,1.0,17.0,0.5
17181,1-17-1,1.0,17.0,1.0
17182,1-17-2,1.0,17.0,1.5
17183,1-17-3,1.0,17.0,2.0
17184,1-17-4,1.0,17.0,2.5
17185,1-17-5,1.0,17.0,3.0
17186,1-17-6,1.0,17.0,3.5
17187,1-17-7,1.0,17.0,4.0
17188,1-17-8,1.0,17.0,4.5
17189,1-17-9,1.0,17.0,5.0
17190,2-17-0,2.0,17.0,0.5
17191,2-17-1,2.0,17.0,1.0
17192,2-17-2,2.0,17.0,1.5
17193,2-17-3,2.0,17.0,2.0
17194,2-17-4,2.0,17.0,2.5
17195,2-17-5,2.0,17.0,3.0
17196,2-17-6,2.0,17.0,3.5
17197,2-17-7,2.0,17.0,4.0
17198,2-17-8,2.0,17.0,4.5
17199,2-17-9,2.0,17.0,5.0
18150,98-17-0,98.0,17.0,0.5
18151,98-17-1,98.0,17.0,1.0
18152,98-17-2,98.0,17.0,1.5
18153,98-17-3,98.0,17.0,2.0
18154,98-17-4,98.0,17.0,2.5
18155,98-17-5,98.0,17.0,3.0
18156,98-17-6,98.0,17.0,3.5
18157,98-17-7,98.0,17.0,4.0
18158,98-17-8,98.0,17.0,4.5
18159,98-17-9,98.0,17.0,5.0
18160,99-17-0,99.0,17.0,0.5
18161,99-17-1,99.0,17.0,1.0
18162,99-17-2,99.0,17.0,1.5
18163,99-17-3,99.0,17.0,2.0
18164,99-17-4,99.0,17.0,2.5
18165,99-17-5,99.0,17.0,3.0
18166,99-17-6,99.0,17.0,3.5
18167,99-17-7,99.0,17.0,4.0
18168,99-17-8,99.0,17.0,4.5
18169,99-17-9,99.0,17.0,5.0
18170,100-17-0,100.0,17.0,0.5
18171,100-17-1,100.0,17.0,1.0
18172,100-17-2,100.0,17.0,1.5
18173,100-17-3,100.0,17.0,2.0
18174,100-17-4,100.0,17.0,2.5
18175,100-17-5,100.0,17.0,3.0
18176,100-17-6,100.0,17.0,3.5
18177,100-17-7,100.0,17.0,4.0
18178,100-17-8,100.0,17.0,4.5
18179,100-17-9,100.0,17.0,5.0
18180,0-18-0,0.0,18.0,0.5
18181,0-18-1,0.0,18.0,1.0
18182,0-18-2,0.0,18.0,1.5
18183,0-18-3,0.0,18.0,2.0
18184,0-18-4,0.0,18.0,2.5
18185,0-18-5,0.0,18.0,3.0
18186,0-18-6,0.0,18.0,3.5
18187,0-18-7,0.0,18.0,4.0
18188,0-18-8,0.0,18.0,4.5
18189,0-18-9,0.0,18.0,5.0
18190,1-18-0,1.0,18.0,0.5
18191,1-18-1,1.0,18.0,1.0
18192,1-18-2,1.0,18.0,1.5
18193,1-18-3,1.0,18.0,2.0
18194,1-18-4,1.0,18.0,2.5
18195,1-18-5,1.0,18.0,3.0
18196,1-18-6,1.0,18.0,3.5
18197,1-18-7,1.0,18.0,4.0
18198,1-18-8,1.0,18.0,4.5
18199,1-18-9,1.0,18.0,5.0
18200,2-18-0,2.0,18.0,0.5
18201,2-18-1,2.0,18.0,1.0
18202,2-18-2,2.0,18.0,1.5
18203,2-18-3,2.0,18.0,2.0
18204,2-18-4,2.0,18.0,2.5
18205,2-18-5,2.0,18.0,3.0
18206,2-18-6,2.0,18.0,3.5
18207,2-18-7,2.0,18.0,4.0
18208,2-18-8,2.0,18.0,4.5
18209,2-18-9,2.0,18.0,5.0
19160,98-18-0,98.0,18.0,0.5
19161,98-18-1,98.0,18.0,1.0
19162,98-18-2,98.0,18.0,1.5
19163,98-18-3,98.0,18.0,2.0
19164,98-18-4,98.0,18.0,2.5
19165,98-18-5,98.0,18.0,3.0
19166,98-18-6,98.0,18.0,3.5
19167,98-18-7,98.0,18.0,4.0
19168,98-18-8,98.0,18.0,4.5
19169,98-18-9,98.0,18.0,5.0
19170,99-18-0,99.0,18.0,0.5
19171,99-18-1,99.0,18.0,1.0
19172,99-18-2,99.0,18.0,1.5
19173,99-18-3,99.0,18.0,2.0
19174,99-18-4,99.0,18.0,2.5
19175,99-18-5,99.0,18.0,3.0
19176,99-18-6,99.0,18.0,3.5
19177,99-18-7,99.0,18.0,4.0
19178,99-18-8,99.0,18.0,4.5
19179,99-18-9,99.0,18.0,5.0
19180,100-18-0,100.0,18.0,0.5
19181,100-18-1,100.0,18.0,1.0
19182,100-18-2,100.0,18.0,1.5
19183,100-18-3,100.0,18.0,2.0
19184,100-18-4,100.0,18.0,2.5
19185,100-18-5,100.0,18.0,3.0
19186,100-18-6,100.0,18.0,3.5
19187,100-18-7,100.0,18.0,4.0
19188,100-18-8,100.0,18.0,4.5
19189,100-18-9,100.0,18.0,5.0
19190,0-19-0,0.0,19.0,0.5
19191,0-19-1,0.0,19.0,1.0
19192,0-19-2,0.0,19.0,1.5
19193,0-19-3,0.0,19.0,2.0
19194,0-19-4,0.0,19.0,2.5
19195,0-19-5,0.0,19.0,3.0
19196,0-19-6,0.0,19.0,3.5
19197,0-19-7,0.0,19.0,4.0
19198,0-19-8,0.0,19.0,4.5
19199,0-19-9,0.0,19.0,5.0
19200,1-19-0,1.0,19.0,0.5
19201,1-19-1,1.0,19.0,1.0
19202,1-19-2,1.0,19.0,1.5
19203,1-19-3,1.0,19.0,2.0
19204,1-19-4,1.0,19.0,2.5
19205,1-19-5,1.0,19.0,3.0
19206,1-19-6,1.0,19.0,3.5
19207,1-19-7,1.0,19.0,4.0
19208,1-19-8,1.0,19.0,4.5
19209,1-19-9,1.0,19.0,5.0
19210,2-19-0,2.0,19.0,0.5
19211,2-19-1,2.0,19.0,1.0
19212,2-19-2,2.0,19.0,1.5
19213,2-19-3,2.0,19.0,2.0
19214,2-19-4,2.0,19.0,2.5
19215,2-19-5,2.0,19.0,3.0
19216,2-19-6,2.0,19.0,3.5
19217,2-19-7,2.0,19.0,4.0
19218,2-19-8,2.0,19.0,4.5
19219,2-19-9,2.0,19.0,5.0
20170,98-19-0,98.0,19.0,0.5
20171,98-19-1,98.0,19.0,1.0
20172,98-19-2,98.0,19.0,1.5
20173,98-19-3,98.0,19.0,2.0
